,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M
395,396,max_set_similairy,20,9,poly,word-based,n50_de_bc,"[7, 2, 3, 0, 0, 0, 7, 7, 7, 4, 0, 9, 2, 4, 9, 7, 4, 3, 7, 7, 2, 5, 7, 7, 0, 7, 2, 7, 8, 9, 2, 3, 4, 5, 7, 9, 2, 2, 9, 7, 7, 5, 1, 3, 0, 7, 7, 7, 4, 7]",547.0,71.0,5.0
396,397,max_set_similairy,20,20,linear,sentence-based,n50_de_bc,"[13  0 16  7 15  0 13  0 14  5 19  3  0  0  4 11 12  0  0 17  0 16 13  0 13
  2  2  0  8 17 13 13  9 13  0 13  0  0 10 13  1  2  0  2  0  6 13  0 18 13]",457.0,81.0,1.0
397,398,max_set_similairy,20,10,linear,word-based,n50_de_bc,"[1, 5, 7, 5, 6, 0, 12, 12, 12, 1, 0, 6, 4, 1, 12, 12, 11, 1, 1, 7, 14, 6, 12, 7, 12, 12, 12, 1, 6, 6, 5, 12, 11, 0, 0, 13, 6, 14, 12, 12, 12, 6, 12, 5, 11, 7, 5, 12, 11, 12]",497.0,63.0,4.0
398,399,max_set_similairy,20,20,cosine,sentence-based,n50_de_bc,"[ 7  1  8 11  4 13  1  0  3 11 15 11 16  2  6 17  4  9  2 18  0  8 14 10 14
 17  7  2 19 18 14 12  6  1  9  1  2  1  6  7  5  7  2  7 14  3  7 13  4  1]",271.0,53.0,2.0
399,400,max_set_similairy,20,10,cosine,word-based,n50_de_bc,"[0, 0, 9, 17, 15, 0, 2, 0, 4, 0, 0, 17, 0, 4, 17, 4, 0, 17, 4, 12, 15, 17, 2, 12, 0, 4, 0, 1, 5, 5, 12, 5, 0, 4, 5, 11, 0, 15, 0, 2, 11, 0, 4, 4, 4, 12, 15, 2, 1, 4]",471.0,63.0,4.0
400,401,max_set_similairy,22,22,nearest_neighbors,sentence-based,n50_de_bc,"[ 7  2  8 15  6  5 21  5  6  3  6  8  5  9  6  4 15  2 11  8  5  8 19  1 13
 12  0  5  4  8 17  6 15 10  2 16  1  1 15 18 13 12  5  0  9 20 13 11 15 14]",269.0,51.0,2.0
401,402,max_set_similairy,22,17,nearest_neighbors,word-based,n50_de_bc,"[1, 1, 5, 13, 19, 1, 1, 1, 2, 7, 0, 17, 1, 5, 16, 2, 7, 21, 3, 14, 2, 2, 1, 14, 1, 2, 8, 3, 0, 3, 2, 13, 0, 6, 17, 13, 2, 2, 0, 1, 10, 1, 8, 11, 6, 14, 12, 1, 11, 21]",325.0,69.0,2.0
402,403,max_set_similairy,22,22,precomputed,sentence-based,n50_de_bc,"[ 3 15  7  7  2  8  6  4  5  2  1 11 17  9 10 11  2 19 10 14  4 11 13  1  4
 13 12 20  3  3 12 13  2 11 16  3  3  5  6  3  0  5 11  3 21  5 12 10  2 18]",275.0,51.0,1.5
403,404,max_set_similairy,22,13,precomputed,word-based,n50_de_bc,"[1, 1, 21, 8, 3, 0, 12, 1, 21, 21, 0, 11, 1, 6, 21, 21, 21, 17, 21, 21, 0, 21, 12, 21, 1, 6, 2, 6, 6, 12, 12, 21, 12, 5, 3, 4, 1, 0, 6, 12, 5, 1, 13, 5, 21, 21, 21, 12, 21, 21]",483.0,67.0,2.0
404,405,max_set_similairy,22,22,rbf,sentence-based,n50_de_bc,"[ 5  8 14  2  2  9 17  7  2  2  2  2 11  8  2 20  2 12 21 16  7 14  6 15  6
 20 10 11  2 16 14  2  2  3 12 13  9 18  2  5  2  1 11 13  0  2 19  4  2  3]",373.0,61.0,2.0
405,406,max_set_similairy,22,10,rbf,word-based,n50_de_bc,"[18, 18, 2, 18, 12, 5, 5, 18, 18, 1, 0, 5, 5, 7, 18, 18, 18, 1, 12, 18, 18, 20, 5, 18, 10, 18, 5, 5, 1, 10, 18, 18, 1, 1, 18, 18, 0, 18, 1, 5, 18, 11, 18, 18, 5, 18, 10, 5, 5, 10]",643.0,93.0,2.0
406,407,max_set_similairy,22,22,sigmoid,sentence-based,n50_de_bc,"[20  0  1  1  1  9 18  6  1  1 21  1  8  2  1  1  1 20  7  1  5  1  1 12  1
  1  1  3  1  1  1  1  1 15 13  1 10  4  1 19  1  1 11  1 17  1  1 14  1 16]",837.0,87.0,1.0
407,408,max_set_similairy,22,8,sigmoid,word-based,n50_de_bc,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 18, 1, 4, 0, 0, 1, 0, 0, 12, 0, 0, 0, 0, 14, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 0]",1283.0,131.0,1.0
408,409,max_set_similairy,22,22,polynomial,sentence-based,n50_de_bc,"[ 2  0 10 14 13 18  2  0 20 16 13  8  0  0 12  9 21 18  0  3  0  1  1 18  1
  5  2  0  7  4  1 13 15  2  0  2 18 18 17  2  6  5  0 19  0 11  2  0 13  2]",335.0,65.0,1.0
409,410,max_set_similairy,22,9,polynomial,word-based,n50_de_bc,"[0, 0, 3, 20, 3, 0, 0, 0, 15, 0, 0, 5, 0, 0, 0, 15, 14, 13, 6, 3, 3, 0, 0, 3, 0, 9, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 3, 3, 3, 0, 9, 0]",987.0,97.0,2.0
410,411,max_set_similairy,22,22,poly,sentence-based,n50_de_bc,"[ 0  2  3 13 11  1  0  2 21 17 11 10  2  2 12  7 11  1  2  5  2 16 20  1 20
 19  0  2  8  4 20 11 18  0  2  0  1  1 14  0  6 19  2 15 16  9  0  0 11  0]",317.0,65.0,1.0
411,412,max_set_similairy,22,5,poly,word-based,n50_de_bc,"[0, 0, 0, 15, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 15, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1857.0,189.0,1.0
412,413,max_set_similairy,22,22,linear,sentence-based,n50_de_bc,"[ 4  0 13 11 20  0  4  0 14 17 18  8  0  0  6  5 19  0  0 15  0  0  4  0  4
  1  4  0  7  2  4 21  9  4  0  4  0  0 16  4  3  1  0  1  0 12  4  0 10  4]",475.0,83.0,1.0
413,414,max_set_similairy,22,16,linear,word-based,n50_de_bc,"[4, 4, 8, 5, 4, 0, 13, 4, 4, 3, 0, 21, 0, 4, 19, 4, 3, 7, 4, 17, 13, 10, 13, 17, 4, 1, 0, 13, 2, 6, 10, 17, 3, 1, 7, 9, 0, 13, 17, 13, 13, 0, 5, 16, 0, 17, 10, 13, 21, 13]",369.0,55.0,2.0
414,415,max_set_similairy,22,22,cosine,sentence-based,n50_de_bc,"[16 21  0  8  1 13 17  4  6  8 11  8  3  7 14 12  1  5  7  3  7  0  4  9  4
 12  2 19  3  2  4 10 14  3  5  3 16  9 14 16 15  9  7 12  4  6 16 18  1 20]",249.0,53.0,2.0
415,416,max_set_similairy,22,11,cosine,word-based,n50_de_bc,"[5, 6, 8, 6, 1, 0, 18, 0, 0, 8, 0, 18, 0, 8, 2, 0, 8, 0, 18, 11, 6, 13, 18, 11, 6, 0, 8, 11, 8, 3, 9, 9, 8, 3, 13, 8, 0, 6, 8, 18, 18, 0, 2, 8, 3, 11, 6, 18, 8, 5]",413.0,69.0,3.0
416,417,max_set_similairy,24,24,nearest_neighbors,sentence-based,n50_de_bc,"[ 8 12  3 17  3 16 21  3  3 17  3 17 14 14  2 23  1  3 12 13 22  3  5 16  7
 23 19  3 23 13  4  3  1 10 12 15  0 16  1  9 18 16 14 19 14  2 20 11  1  6]",291.0,47.0,1.0
417,418,max_set_similairy,24,17,nearest_neighbors,word-based,n50_de_bc,"[1, 1, 8, 22, 9, 1, 1, 1, 22, 7, 0, 18, 1, 0, 23, 22, 7, 6, 10, 0, 17, 6, 1, 0, 1, 11, 21, 0, 3, 4, 6, 16, 3, 6, 8, 7, 3, 17, 3, 1, 9, 1, 0, 3, 17, 0, 14, 1, 22, 3]",345.0,65.0,2.0
418,419,max_set_similairy,24,24,precomputed,sentence-based,n50_de_bc,"[ 8  8 23 23  6 13  5  4  4  6 14  2  9  7  1  4  6  1  1 15 22 21 19 14 16
 19 21 18  8  2  3 11  0  2  3  2 10  4  0  8 20  4 12 16  1  4 21  1  6 17]",259.0,49.0,1.5
419,420,max_set_similairy,24,14,precomputed,word-based,n50_de_bc,"[15, 15, 3, 7, 6, 2, 19, 15, 18, 5, 0, 7, 0, 8, 4, 18, 19, 8, 5, 19, 4, 19, 19, 19, 9, 3, 19, 0, 5, 10, 18, 10, 8, 3, 19, 4, 4, 4, 8, 19, 10, 9, 8, 1, 10, 19, 9, 19, 6, 3]",343.0,59.0,3.0
420,421,max_set_similairy,24,24,rbf,sentence-based,n50_de_bc,"[ 3 20  5  5  5  7 16 10  5  5  5  5  4 12  5  0  5 14 23 13  4 15  1  9  1
  0 11  4  5 13 22  5  5  6 14 17  7 19  5  3  5  5  4  2 18  5 21  8  5  6]",425.0,63.0,1.0
421,422,max_set_similairy,24,11,rbf,word-based,n50_de_bc,"[5, 5, 5, 23, 5, 1, 5, 5, 8, 5, 0, 8, 4, 0, 5, 8, 5, 10, 15, 5, 5, 5, 5, 5, 1, 5, 17, 5, 1, 17, 5, 14, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 0, 5, 15, 5, 5, 5, 5, 2]",985.0,113.0,2.0
422,423,max_set_similairy,24,24,sigmoid,sentence-based,n50_de_bc,"[22  9  0  0  0 11 15 14  0  0 23  0  3  2  0  0  0 20  5  0  6  0  0  8  0
  0  0  1  0  0  0  0  0 10 12  0  4 18  0 19  0  0  7  0 16  0 21 17  0 13]",797.0,79.0,1.0
423,424,max_set_similairy,24,7,sigmoid,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 23, 6, 0, 0, 0, 0, 23, 23, 6, 0, 0, 0, 13, 10, 0, 0, 0, 0, 19, 0, 0, 0, 10, 0, 0, 0, 0, 18, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1481.0,133.0,2.0
424,425,max_set_similairy,24,24,polynomial,sentence-based,n50_de_bc,"[ 7 10  2 15  0 20  7  0 16 11  0  5 10 10 14  8 23 10 10 12 10 19 22 20 22
  3  7 10 13  4 22  0 18  7 10  7 20 20 17  7  9  3 10  1  0  6  7  0 21  7]",305.0,63.0,1.0
425,426,max_set_similairy,24,9,polynomial,word-based,n50_de_bc,"[7, 7, 7, 7, 12, 0, 20, 0, 0, 7, 0, 20, 0, 7, 9, 0, 15, 1, 0, 7, 20, 1, 20, 7, 7, 0, 7, 0, 1, 7, 1, 1, 7, 7, 15, 0, 0, 20, 7, 20, 0, 0, 5, 0, 1, 7, 2, 20, 7, 7]",631.0,75.0,2.0
426,427,max_set_similairy,24,24,poly,sentence-based,n50_de_bc,"[ 1  0  8 18  5 22 11 11 21 10  5 12  0  0 14  3  5  0  0  4  0 17 20 22 20
  7  1  0  6  2 20  5 16  1  0  1 22 22 19  1 15  7  0  9 11 13  1 11 23  1]",289.0,61.0,1.0
427,428,max_set_similairy,24,8,poly,word-based,n50_de_bc,"[4, 4, 1, 2, 0, 1, 2, 4, 22, 2, 0, 9, 1, 1, 12, 22, 9, 22, 1, 2, 4, 1, 2, 2, 4, 22, 22, 1, 4, 4, 1, 4, 4, 0, 2, 22, 4, 4, 2, 2, 4, 1, 1, 2, 4, 2, 19, 2, 4, 0]",567.0,67.0,5.0
428,429,max_set_similairy,24,24,linear,sentence-based,n50_de_bc,"[ 0  1  3 12 23  1  0  1 18  6 22  8  1  1 16  4 20  1  1 14  1 15  0  1  0
 10  0  1 13  7  0 21 19  0  1  0  1  1 17  0  9 10  1  5  1  2  0  1 11  0]",439.0,83.0,1.0
429,430,max_set_similairy,24,12,linear,word-based,n50_de_bc,"[2, 2, 16, 16, 21, 1, 16, 2, 19, 16, 0, 1, 2, 16, 1, 19, 18, 16, 18, 12, 18, 3, 16, 12, 2, 0, 23, 6, 0, 16, 3, 12, 16, 12, 16, 22, 16, 18, 16, 16, 18, 2, 16, 16, 2, 12, 19, 16, 21, 18]",493.0,57.0,3.0
430,431,max_set_similairy,24,24,cosine,sentence-based,n50_de_bc,"[16  7 14 11  1 23  8 10 18 11 15 11 10 10  0  2  1  7  9  4 10 14  5 10  5
  2  4 12  2  4 16  6  0 13  7 21 16 20  0 16 22  3 19  2  5 18  3 17  1  5]",247.0,49.0,1.5
431,432,max_set_similairy,24,13,cosine,word-based,n50_de_bc,"[1, 1, 2, 2, 2, 0, 15, 19, 19, 2, 0, 23, 1, 3, 11, 19, 2, 12, 19, 23, 6, 11, 15, 23, 3, 1, 11, 18, 0, 23, 1, 19, 0, 2, 11, 7, 1, 6, 0, 15, 0, 11, 19, 3, 11, 23, 20, 15, 23, 19]",355.0,55.0,4.0
432,433,vec_similairy,8,8,nearest_neighbors,sentence-based,n50_de_bc,"[4 5 3 1 1 0 5 0 1 7 1 3 4 2 7 7 1 2 0 6 0 3 2 4 4 6 6 0 7 6 3 1 1 5 5 4 0
 4 7 6 2 3 4 6 2 7 4 5 1 5]",371.0,77.0,6.0
433,434,vec_similairy,8,5,nearest_neighbors,word-based,n50_de_bc,"[0, 7, 6, 5, 7, 7, 7, 7, 7, 7, 0, 0, 6, 7, 7, 7, 5, 7, 7, 0, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 7, 7, 5, 0, 0, 7, 7, 6, 6, 0, 7, 0, 5, 3, 7, 7, 5, 7]",947.0,117.0,6.0
434,435,vec_similairy,8,8,precomputed,sentence-based,n50_de_bc,"[0 0 5 5 1 7 7 7 4 6 6 6 0 6 3 4 2 6 0 6 0 5 7 1 0 7 7 0 3 1 5 6 3 6 0 7 7
 0 3 7 0 5 0 7 0 4 0 0 2 0]",493.0,81.0,4.5
435,436,vec_similairy,8,6,precomputed,word-based,n50_de_bc,"[0, 0, 5, 6, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 3, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0]",1105.0,129.0,1.0
436,437,vec_similairy,8,8,rbf,sentence-based,n50_de_bc,"[1 2 3 0 0 1 2 1 0 0 0 7 1 4 6 6 0 7 2 4 1 3 4 2 2 5 5 2 6 4 3 0 0 2 2 1 1
 2 6 5 7 3 2 5 7 6 1 2 0 2]",447.0,67.0,4.5
437,438,vec_similairy,8,6,rbf,word-based,n50_de_bc,"[4, 4, 4, 4, 1, 4, 4, 4, 1, 0, 0, 5, 4, 0, 0, 5, 0, 5, 4, 5, 4, 5, 0, 4, 4, 4, 5, 4, 4, 4, 4, 0, 0, 5, 5, 4, 5, 4, 4, 4, 6, 5, 4, 4, 5, 5, 4, 4, 0, 3]",813.0,123.0,5.5
438,439,vec_similairy,8,1,sigmoid,sentence-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
439,440,vec_similairy,8,2,sigmoid,word-based,n50_de_bc,"[0, 0, 6, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 6, 0]",1747.0,177.0,25.0
440,441,vec_similairy,8,8,polynomial,sentence-based,n50_de_bc,"[0 0 3 5 6 0 0 0 4 2 3 0 0 0 1 1 2 0 0 0 0 3 0 0 0 0 0 0 1 0 3 7 1 0 0 0 0
 0 1 0 0 3 0 0 0 1 0 0 2 0]",1003.0,149.0,2.0
441,442,vec_similairy,8,5,polynomial,word-based,n50_de_bc,"[1, 1, 1, 1, 1, 1, 6, 1, 1, 0, 0, 1, 1, 6, 6, 0, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 6, 1, 3, 1, 1, 0, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 0, 1, 1, 1, 0, 6]",1199.0,125.0,6.0
442,443,vec_similairy,8,8,poly,sentence-based,n50_de_bc,"[1 1 2 4 0 1 1 1 5 6 2 1 1 1 3 3 6 1 1 1 1 2 1 1 1 1 1 1 3 1 2 7 3 1 1 1 1
 1 3 1 1 2 1 1 1 3 1 1 6 1]",1003.0,149.0,2.0
443,444,vec_similairy,8,6,poly,word-based,n50_de_bc,"[0, 0, 0, 6, 4, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",1445.0,161.0,1.5
444,445,vec_similairy,8,8,linear,sentence-based,n50_de_bc,"[0 0 0 1 6 0 0 0 3 2 4 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 5 0 0 0 0
 0 5 0 0 0 0 0 0 0 0 0 2 0]",1417.0,165.0,1.0
445,446,vec_similairy,8,7,linear,word-based,n50_de_bc,"[0, 4, 6, 6, 5, 6, 3, 1, 4, 7, 0, 4, 6, 1, 1, 4, 7, 1, 4, 4, 6, 4, 1, 4, 6, 6, 1, 7, 7, 4, 3, 7, 0, 7, 7, 6, 7, 6, 4, 6, 4, 6, 0, 7, 0, 4, 6, 4, 7, 1]",485.0,105.0,7.0
446,447,vec_similairy,8,8,cosine,sentence-based,n50_de_bc,"[6 3 5 5 7 6 6 6 1 0 5 3 6 6 2 1 0 3 3 6 6 5 6 3 3 6 6 6 2 6 5 4 2 6 3 6 6
 3 2 6 3 5 3 6 3 1 6 6 0 3]",605.0,107.0,3.5
447,448,vec_similairy,8,6,cosine,word-based,n50_de_bc,"[7, 0, 5, 0, 0, 7, 3, 3, 7, 0, 0, 0, 7, 3, 5, 0, 5, 3, 0, 0, 0, 0, 3, 0, 7, 7, 3, 0, 5, 0, 7, 1, 5, 3, 3, 7, 0, 7, 0, 7, 0, 7, 0, 6, 0, 0, 7, 3, 5, 5]",657.0,111.0,8.0
448,449,vec_similairy,10,10,nearest_neighbors,sentence-based,n50_de_bc,"[5 4 0 6 7 9 4 9 7 7 6 0 5 8 2 2 7 8 4 3 5 0 8 1 1 9 3 5 2 3 0 6 7 4 4 9 9
 1 2 3 8 0 5 3 8 2 5 4 7 4]",353.0,57.0,5.0
449,450,vec_similairy,10,7,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 9, 9, 5, 0, 5, 0, 4, 4, 0, 8, 0, 5, 5, 5, 3, 5, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 2, 5, 5, 5, 0, 0, 0, 0, 0, 2, 0, 3, 0, 3, 0, 0, 0, 3, 5]",859.0,109.0,2.0
450,451,vec_similairy,10,10,precomputed,sentence-based,n50_de_bc,"[4 0 8 8 4 2 2 2 6 7 7 7 2 7 9 6 5 0 2 4 2 3 1 4 0 2 2 2 9 4 3 7 9 7 0 2 2
 0 9 2 4 3 0 2 0 6 2 4 5 0]",413.0,89.0,3.5
451,452,vec_similairy,10,8,precomputed,word-based,n50_de_bc,"[5, 5, 3, 1, 6, 9, 5, 5, 5, 6, 0, 0, 3, 3, 5, 2, 6, 4, 5, 3, 3, 3, 4, 0, 5, 3, 3, 5, 3, 0, 9, 0, 6, 0, 6, 3, 3, 9, 6, 9, 0, 9, 6, 3, 6, 3, 3, 5, 5, 3]",539.0,77.0,6.0
452,453,vec_similairy,10,10,rbf,sentence-based,n50_de_bc,"[2 3 5 1 1 4 3 4 1 1 1 0 4 6 8 9 1 6 3 0 4 5 6 2 2 7 7 3 8 0 5 1 1 3 3 4 4
 2 8 7 0 5 2 7 0 9 2 3 1 3]",369.0,65.0,4.5
453,454,vec_similairy,10,6,rbf,word-based,n50_de_bc,"[1, 1, 4, 8, 5, 1, 1, 1, 1, 4, 0, 4, 1, 1, 1, 1, 4, 1, 1, 1, 1, 9, 1, 4, 1, 1, 1, 1, 1, 1, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1, 4, 9, 1, 1, 4, 1, 1, 1, 4, 1]",1169.0,171.0,2.5
454,455,vec_similairy,10,10,sigmoid,sentence-based,n50_de_bc,"[0 0 0 2 6 8 0 0 2 0 0 0 0 0 0 0 2 0 1 0 3 0 0 0 0 0 0 4 0 0 0 9 2 7 5 0 0
 0 0 0 0 0 0 0 0 0 0 0 2 0]",1319.0,143.0,1.0
455,456,vec_similairy,10,5,sigmoid,word-based,n50_de_bc,"[4, 4, 2, 9, 4, 4, 1, 4, 4, 4, 0, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 2, 1, 4, 1, 1, 4]",1243.0,133.0,2.0
456,457,vec_similairy,10,10,polynomial,sentence-based,n50_de_bc,"[0 0 3 2 8 0 0 0 4 5 3 3 0 0 1 1 5 0 0 0 0 3 0 0 0 0 0 0 1 0 3 9 7 0 0 0 0
 0 1 0 0 3 0 0 0 1 0 0 6 0]",957.0,139.0,1.0
457,458,vec_similairy,10,9,polynomial,word-based,n50_de_bc,"[4, 1, 7, 3, 9, 1, 1, 1, 5, 0, 0, 1, 5, 1, 8, 4, 2, 1, 1, 4, 5, 4, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 4, 5, 1, 5, 5, 4, 4, 1, 1]",819.0,109.0,1.0
458,459,vec_similairy,10,10,poly,sentence-based,n50_de_bc,"[1 1 0 7 6 1 1 1 4 3 0 1 1 6 2 6 3 6 1 1 1 0 6 1 1 1 1 1 6 1 0 8 9 1 1 1 1
 1 2 1 6 0 1 1 1 6 1 1 5 1]",847.0,121.0,1.5
459,460,vec_similairy,10,3,poly,word-based,n50_de_bc,"[2, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 2, 8, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0]",1183.0,113.0,23.0
460,461,vec_similairy,10,10,linear,sentence-based,n50_de_bc,"[1 1 1 4 7 1 1 1 0 1 8 1 1 1 2 1 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 5 1 1 1 1
 1 2 1 1 1 1 1 1 1 1 1 3 1]",1481.0,167.0,1.0
461,462,vec_similairy,10,10,linear,word-based,n50_de_bc,"[1, 1, 9, 9, 5, 4, 0, 1, 4, 0, 0, 1, 1, 1, 8, 5, 0, 1, 1, 3, 1, 1, 8, 1, 1, 1, 4, 9, 5, 1, 6, 3, 0, 1, 0, 1, 1, 1, 5, 2, 1, 1, 0, 7, 0, 1, 1, 1, 0, 5]",681.0,93.0,2.5
462,463,vec_similairy,10,10,cosine,sentence-based,n50_de_bc,"[9 1 6 6 3 0 0 1 7 2 6 1 1 0 4 7 2 1 1 9 1 9 0 1 1 0 0 1 4 0 9 5 4 1 1 1 1
 1 4 0 8 9 1 0 1 7 1 9 2 1]",529.0,99.0,3.0
463,464,vec_similairy,10,9,cosine,word-based,n50_de_bc,"[8, 8, 8, 8, 0, 2, 8, 2, 7, 8, 0, 8, 1, 3, 1, 3, 8, 9, 8, 8, 8, 1, 3, 8, 8, 8, 2, 8, 8, 8, 6, 4, 3, 8, 2, 2, 2, 8, 1, 2, 8, 8, 1, 1, 1, 8, 8, 3, 8, 2]",739.0,93.0,2.0
464,465,vec_similairy,12,12,nearest_neighbors,sentence-based,n50_de_bc,"[ 5  4  7  1  6  3 11  3  1  6  1  2 10  8  6  0  6  8  4  9 10  7  8  4  5
  9  9 10  0  9  7  1  6 11  4  3 11  4  0  9  2  7  4  9  2  0 10  5  6  4]",311.0,61.0,4.0
465,466,vec_similairy,12,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
466,467,vec_similairy,12,12,precomputed,sentence-based,n50_de_bc,"[11 10  0  0 11  4  1  4  9  6 10 10  4  4  5  9  6 10  4  7  4  8  1  3 10
  4  2  4  5  3  8  7  5 10 10  4  4  4  5  2  3  8 10  2 10  3  4 11  6 10]",357.0,87.0,3.0
467,468,vec_similairy,12,9,precomputed,word-based,n50_de_bc,"[3, 3, 3, 5, 6, 3, 6, 3, 3, 6, 0, 11, 3, 11, 6, 11, 6, 1, 3, 8, 3, 3, 9, 3, 3, 3, 6, 3, 6, 3, 9, 7, 6, 11, 3, 3, 3, 3, 3, 3, 11, 3, 11, 3, 6, 11, 9, 9, 3, 8]",731.0,101.0,2.0
468,469,vec_similairy,12,12,rbf,sentence-based,n50_de_bc,"[ 3  1  5  0  0  7  1  7  0  0  0  9  3  2 11  8  0  2 10  6  7  5  2  6  6
 10  4  7 11  6  5  0 11  1  1  6 10  6 11  4  9  5  3  4  9  8  3  1  0  1]",317.0,63.0,4.0
469,470,vec_similairy,12,6,rbf,word-based,n50_de_bc,"[3, 1, 3, 10, 1, 1, 1, 1, 1, 1, 0, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 3, 1, 3, 1, 1, 1, 3, 3, 4, 1, 1, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1]",1145.0,141.0,1.0
470,471,vec_similairy,12,12,sigmoid,sentence-based,n50_de_bc,"[ 0  0  0  8 10  7  0  5  8  0  0  0  0  0  0  0  8  0  1  0  3  0  0  0  0
  0  0  4  0  0  0 11  8  6  2  0  0  0  0  0  0  0  9  0  0  0  0  0  8  0]",1189.0,137.0,1.0
471,472,vec_similairy,12,4,sigmoid,word-based,n50_de_bc,"[1, 3, 3, 1, 3, 1, 3, 3, 1, 3, 0, 3, 1, 3, 0, 0, 3, 3, 3, 0, 3, 0, 3, 0, 3, 0, 1, 3, 3, 10, 1, 1, 3, 3, 3, 1, 3, 3, 0, 1, 3, 1, 3, 1, 3, 3, 3, 0, 3, 3]",979.0,117.0,10.5
472,473,vec_similairy,12,12,polynomial,sentence-based,n50_de_bc,"[11 11  2 10  0 11 11 11  4  5  2 11 11  0  1  0  8  0 11 11 11  2  0 11 11
 11 11 11  0 11  2  9  6 11 11 11 11 11  3 11  0  2 11 11 11  0 11 11  7 11]",847.0,119.0,1.0
473,474,vec_similairy,12,8,polynomial,word-based,n50_de_bc,"[1, 1, 2, 10, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 8, 3, 2, 1, 2, 1, 1, 0, 1, 2, 2, 4, 1, 2, 1, 1, 4, 10, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 8, 1, 1, 3, 2]",927.0,93.0,2.0
